Input Type,Type d'entrée,module,Magento_Catalog
%1 <span>x</span> %2 <span>px.</span>, %1  <span >x </span >  %2  <span >px. </span >,module,Magento_Catalog
Sort Custom Option,Trier Option personnalisée,module,Magento_Catalog
Item Price,Prix de l'article,module,Magento_Catalog
Action,Action,module,Magento_Catalog
and above,Et au-dessus,module,Magento_Catalog
Delete Tier,Niveau de suppression,module,Magento_Catalog
Product In Websites,Produit dans les sites Web,module,Magento_Catalog
(Copy data from: %1),(copie les données de :  %1),module,Magento_Catalog
Browse to find or drag image here,Parcourir pour trouver ou faire glisser l'image ici,module,Magento_Catalog
Delete image,Supprimer l'image,module,Magento_Catalog
Hidden,Hidden,module,Magento_Catalog
Alt Text,Alt Text,module,Magento_Catalog
Role,Rôle,module,Magento_Catalog
Image Size,Taille de l'image,module,Magento_Catalog
{size},{} Taille,module,Magento_Catalog
Image Resolution,Résolution de l'image,module,Magento_Catalog
{width}^{height} px,{}^{largeur px hauteur},module,Magento_Catalog
Hide from Product Page,Se cacher de la fiche produit,module,Magento_Catalog
Product Alerts,Alertes de produit,module,Magento_Catalog
Allow Multiple Boxes for Shipping,Permettre à plusieurs boîtes pour le transport,module,Magento_Catalog
start typing to search attribute,Commencez à taper à l'attribut de recherche,module,Magento_Catalog
Basic Settings,Paramètres de base,module,Magento_Catalog
Advanced Settings,Paramètres avancés,module,Magento_Catalog
Changes have been made to this section that have not been saved.,Des modifications ont été apportées à cette section qui n'ont pas été enregistrés.,module,Magento_Catalog
This tab contains invalid data. Please resolve this before saving.,Cet onglet contient des données non valides. Veuillez résoudre ce avant d'enregistrer.,module,Magento_Catalog
Mass Actions,Les actions de masse,module,Magento_Catalog
Select All,Sélectionnez tous les,module,Magento_Catalog
Unselect All,Désélectionner tout,module,Magento_Catalog
Select Visible,Choisissez Visible,module,Magento_Catalog
Unselect Visible,Visible désélectionner,module,Magento_Catalog
Special Price,Prix spécial,module,Magento_Catalog
Regular Price,Prix régulier,module,Magento_Catalog
Buy %1 for: ,Acheter  %1 pour :,module,Magento_Catalog
"Buy %1 for %2 each and <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>","Acheter  %1  %2 pour chaque et  <strong class =""avantage"" >enregistrer <span class ="" %- tier %3"" >&NBSP ; %4 </span > % </strong >",module,Magento_Catalog
Buy %1 for %2 each,Acheter  %1  %2 pour chaque,module,Magento_Catalog
Shop By,Magasinez par,module,Magento_Catalog
Shopping Options,Options d'achats,module,Magento_Catalog
Compare Products,Comparer des produits,module,Magento_Catalog
Print This Page,Imprimer cette Page,module,Magento_Catalog
Remove Product,Retirer le produit,module,Magento_Catalog
Add to Cart,Ajouter au panier,module,Magento_Catalog
In stock,En stock,module,Magento_Catalog
Out of stock,Rupture de stock,module,Magento_Catalog
Add to Wish List,Ajouter à la liste de souhaits,module,Magento_Catalog
You have no items to compare.,Vous n'avez pas d'articles à comparer.,module,Magento_Catalog
Remove This Item,Supprimer cet élément,module,Magento_Catalog
Compare,Comparer,module,Magento_Catalog
Clear All,Effacer tous les,module,Magento_Catalog
Prev,Prev,module,Magento_Catalog
Next,Next,module,Magento_Catalog
We can't find products matching the selection.,Nous ne pouvons pas trouver de produits correspondant à la sélection.,module,Magento_Catalog
Add to Compare,Ajouter au comparateur,module,Magento_Catalog
Learn More,En savoir plus,module,Magento_Catalog
We found other products you might like!,Nous avons trouvé d'autres produits qui pourraient vous plaire !,module,Magento_Catalog
More Choices:,Plus de choix :,module,Magento_Catalog
Check items to add to the cart or,Cochez les articles à ajouter au panier ou,module,Magento_Catalog
select all,Sélectionnez tous les,module,Magento_Catalog
Items %1-%2 of %3, %1 éléments- %2 de  %3,module,Magento_Catalog
%1 Item, %1 article,module,Magento_Catalog
%1 Items, %1 éléments,module,Magento_Catalog
Show,Afficher,module,Magento_Catalog
per page,Par page,module,Magento_Catalog
Sort By,Trier par,module,Magento_Catalog
Set Ascending Direction,Définir le sens ascendant,module,Magento_Catalog
Set Descending Direction,Mettre en ordre décroissant Direction,module,Magento_Catalog
View as,Voir aussi,module,Magento_Catalog
More Information,Plus d'informations,module,Magento_Catalog
Loading...,Chargement...,module,Magento_Catalog
* Required Fields,* Champs requis,module,Magento_Catalog
Availability,La disponibilité,module,Magento_Catalog
Terms and Conditions,Termes et Conditions,module,Magento_CheckoutAgreements
Add New Condition,Ajouter une nouvelle condition,module,Magento_CheckoutAgreements
Save Condition,Enregistrer l'État,module,Magento_CheckoutAgreements
Delete Condition,Supprimer la condition,module,Magento_CheckoutAgreements
Edit Terms and Conditions,Modifier les Termes et Conditions,module,Magento_CheckoutAgreements
New Terms and Conditions,De nouveaux termes et conditions,module,Magento_CheckoutAgreements
Terms and Conditions Information,Termes et Conditions d'informations,module,Magento_CheckoutAgreements
Condition Name,Nom de l'état,module,Magento_CheckoutAgreements
Status,Status,module,Magento_CheckoutAgreements
Enabled,Activé,module,Magento_CheckoutAgreements
Disabled,Mobilité,module,Magento_CheckoutAgreements
Show Content as,Afficher le contenu comme,module,Magento_CheckoutAgreements
Text,Text,module,Magento_CheckoutAgreements
HTML,HTML,module,Magento_CheckoutAgreements
Applied,Appliqué,module,Magento_CheckoutAgreements
Store View,Voir la boutique,module,Magento_CheckoutAgreements
Checkbox Text,Texte case,module,Magento_CheckoutAgreements
Content,Content,module,Magento_CheckoutAgreements
Content Height (css),Hauteur du contenu (css),module,Magento_CheckoutAgreements
Content Height,Hauteur du contenu,module,Magento_CheckoutAgreements
ID,ID,module,Magento_CheckoutAgreements
Condition,Condition,module,Magento_CheckoutAgreements
Sales,Sales,module,Magento_CheckoutAgreements
Checkout Conditions,Commander Conditions générales,module,Magento_CheckoutAgreements
Checkout Terms and Conditions,Commander Termes et Conditions,module,Magento_CheckoutAgreements
This condition no longer exists.,Cette condition n'existe plus.,module,Magento_CheckoutAgreements
You deleted the condition.,Vous avez supprimé la condition.,module,Magento_CheckoutAgreements
Something went wrong  while deleting this condition.,"Il y a eu un problème  
lors de la suppression de cette condition.",module,Magento_CheckoutAgreements
Edit Condition,L'état d'édition,module,Magento_CheckoutAgreements
New Condition,État neuf,module,Magento_CheckoutAgreements
You saved the condition.,Vous avez enregistré l'état.,module,Magento_CheckoutAgreements
Something went wrong while saving this condition.,Il y a eu un problème lors de l'enregistrement de cette condition.,module,Magento_CheckoutAgreements
Automatically,Automatiquement,module,Magento_CheckoutAgreements
Manually,La main,module,Magento_CheckoutAgreements
Please agree to all the terms and conditions before placing the order.,Veuillez accepter tous les termes et conditions avant de passer la commande.,module,Magento_CheckoutAgreements
Unable to save checkout agreement %1,Impossible d'enregistrer l'accord commander  %1,module,Magento_CheckoutAgreements
Unable to remove checkout agreement %1,Impossible de supprimer l'accord commander  %1,module,Magento_CheckoutAgreements
"Checkout agreement with specified ID ""%1"" not found.","Commander accord avec ID spécifié "" %1"" n'a pas été trouvée.",module,Magento_CheckoutAgreements
Shopping Cart,Panier,module,Magento_Checkout
Invalid method: %1,Méthode non valide :  %1,module,Magento_Checkout
City,Ville,module,Magento_Checkout
Country,Pays,module,Magento_Checkout
State/Province,État/Province,module,Magento_Checkout
Zip/Postal Code,Le Code Postal/Zip,module,Magento_Checkout
My Cart (1 item),Mon panier (1 article),module,Magento_Checkout
My Cart (%1 items),Mon Panier ( %1 articles),module,Magento_Checkout
My Cart,Mon Panier,module,Magento_Checkout
For delivery questions.,Pour les questions de livraison.,module,Magento_Checkout
Customer is already registered,Le client est déjà enregistré,module,Magento_Checkout
Your session has expired,Votre session a expiré.,module,Magento_Checkout
A letter with further instructions will be sent to your email.,Une lettre avec d'autres instructions vous sera envoyé à votre email.,module,Magento_Checkout
You added %1 to your shopping cart.,Vous avez ajouté  %1 à votre panier.,module,Magento_Checkout
We can't add this item to your shopping cart right now.,Nous ne pouvons pas ajouter cet article à votre panier dès maintenant.,module,Magento_Checkout
Out of stock,Rupture de stock,module,Magento_Checkout
We can't find the quote item.,Nous ne pouvons pas trouver la citation.,module,Magento_Checkout
We cannot configure the product.,On ne peut pas configurer le produit.,module,Magento_Checkout
"You used coupon code ""%1"".","Vous avez utilisé coupon code "" %1"".",module,Magento_Checkout
"The coupon code ""%1"" is not valid.","Le code coupon "" %1"" n'est pas valide.",module,Magento_Checkout
You canceled the coupon code.,Vous avez annulé le code coupon.,module,Magento_Checkout
We cannot apply the coupon code.,Nous ne pouvons pas appliquer le code de réduction.,module,Magento_Checkout
We can't remove the item.,Nous ne pouvons pas déposer l'élément.,module,Magento_Checkout
%1 was updated in your shopping cart., %1 a été mis à jour dans votre panier.,module,Magento_Checkout
We can't update the item right now.,Nous ne pouvons pas mettre à jour l'élément à l'heure actuelle.,module,Magento_Checkout
We can't update the shopping cart.,Nous ne pouvons pas mettre à jour le panier.,module,Magento_Checkout
One-page checkout is turned off.,Commander une page est désactivée.,module,Magento_Checkout
Guest checkout is disabled.,Guest checkout est désactivée.,module,Magento_Checkout
Checkout,Commander,module,Magento_Checkout
Page not found.,Page non trouvée.,module,Magento_Checkout
Please agree to all the terms and conditions before placing the order.,Veuillez accepter tous les termes et conditions avant de passer la commande.,module,Magento_Checkout
Something went wrong while processing your order. Please try again later.,Il y a eu un problème lors du traitement de votre commande. Veuillez réessayer plus tard.,module,Magento_Checkout
%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface, %1 n'a pas prolonger \\CustomerData\Magento Commander\ItemInterface,module,Magento_Checkout
We can't find the product.,Nous ne pouvons pas trouver le produit.,module,Magento_Checkout
The product does not exist.,Le produit n'existe pas.,module,Magento_Checkout
We don't have some of the products you want.,Nous n'avons pas certains des produits que vous voulez.,module,Magento_Checkout
We don't have as many of some products as you want.,Nous n'avons pas autant de certains produits que vous le souhaitez.,module,Magento_Checkout
Quantity was recalculated from %1 to %2,La quantité a été recalculée à partir de  %1 à  %2,module,Magento_Checkout
We adjusted product quantities to fit the required increments.,Nous avons ajusté les quantités de produits à mettre en place les incréments.,module,Magento_Checkout
This quote item does not exist.,Cette citation l'élément n'existe pas.,module,Magento_Checkout
Display number of items in cart,Affichage du nombre de produits dans votre panier,module,Magento_Checkout
Display item quantities,Les quantités d'articles d'affichage,module,Magento_Checkout
Unable to place order. Please try again later.,Impossible de passer la commande. Veuillez réessayer plus tard.,module,Magento_Checkout
Shipping address is not set,Adresse de livraison n'est pas défini,module,Magento_Checkout
Unable to save shipping information. Please check input data.,Impossible d'enregistrer les informations de livraison. Veuillez vérifier les données d'entrée.,module,Magento_Checkout
"Carrier with such method not found: %1, %2","Transporteur avec ces méthode introuvable :  %1,  %2",module,Magento_Checkout
Shipping method is not applicable for empty cart,Le mode d'expédition n'est pas applicable pour panier vide,module,Magento_Checkout
 item,Point,module,Magento_Checkout
 items,Articles,module,Magento_Checkout
Totals calculation is not applicable to empty cart,Calcul des totaux n'est pas applicable au panier vide,module,Magento_Checkout
Invalid data,Des données non valides,module,Magento_Checkout
The customer address is not valid.,L'adresse du client n'est pas valide.,module,Magento_Checkout
Invalid shipping method,Méthode de livraison non valides,module,Magento_Checkout
There are more than one shipping addresses.,Il y a plus d'une adresse de livraison.,module,Magento_Checkout
"Sorry, guest checkout is not available.","Désolés, guest checkout n'est pas disponible.",module,Magento_Checkout
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Vous devez confirmer votre compte. Veuillez vérifier votre courriel pour le lien de confirmation ou  <a href ="" %1"" >cliquez ici </a > pour un nouveau lien.",module,Magento_Checkout
Load customer quote error,Erreur du client de charge,module,Magento_Checkout
Error message!,Message d'erreur !,module,Magento_Checkout
Error!,Erreur !,module,Magento_Checkout
DB exception,DB Exception,module,Magento_Checkout
Wrong minimum amount.,Mauvais montant minimum.,module,Magento_Checkout
Message,Message,module,Magento_Checkout
"<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>"," <a href ="" %1"" onclick =""this.target =""_blank'"" class =""print"" >Imprimer </a >",module,Magento_Checkout
Apply Discount Code,Appliquer le code de rabais,module,Magento_Checkout
Enter discount code,Entrez le code de rabais,module,Magento_Checkout
Apply Discount,Appliquer la remise,module,Magento_Checkout
Cancel Coupon,Coupon Annuler,module,Magento_Checkout
Shopping Cart Items,Panier articles,module,Magento_Checkout
Item,Point,module,Magento_Checkout
Price, :,module,Magento_Checkout
Qty,Qté,module,Magento_Checkout
Subtotal,Sous-total,module,Magento_Checkout
Continue Shopping,Continuer les achats,module,Magento_Checkout
Clear Shopping Cart,Panier claire,module,Magento_Checkout
Update Shopping Cart,Mise à jour Panier,module,Magento_Checkout
Update Cart,Panier Mise à jour,module,Magento_Checkout
See price before order confirmation.,Voir : avant la confirmation de commande.,module,Magento_Checkout
What's this?,Qu'est-ce ?,module,Magento_Checkout
Edit item parameters,Modifier les paramètres de l'élément,module,Magento_Checkout
Edit,Modifier,module,Magento_Checkout
Remove item,Supprimer l'élément,module,Magento_Checkout
You have no items in your shopping cart.,Vous n'avez pas d'articles dans votre panier.,module,Magento_Checkout
"Click <a href=""%1"">here</a> to continue shopping.","Cliquez sur  <a href ="" %1"" >ici </a > pour continuer vos achats.",module,Magento_Checkout
Estimate Tax,Impôt estimation,module,Magento_Checkout
Estimate Shipping and Tax,Estimer l'expédition et les taxes,module,Magento_Checkout
Excl. Tax,L'EXCL. Impôt sur le revenu,module,Magento_Checkout
Loading...,Chargement...,module,Magento_Checkout
Order #,No de commande,module,Magento_Checkout
Proceed to Checkout,Passer à la caisse,module,Magento_Checkout
Product Name,Nom du produit,module,Magento_Checkout
Incl. Tax,Incl. Impôt sur le revenu,module,Magento_Checkout
Your order number is: %1.,Votre numéro de commande est :  %1.,module,Magento_Checkout
Your order # is: <span>%1</span>.,Votre no de commande est :  <span > %1 </span >.,module,Magento_Checkout
We'll email you an order confirmation with details and tracking info.,Nous vous enverrons une confirmation de commande avec les détails et le suivi des informations.,module,Magento_Checkout
Static Blocks,Blocs statiques,module,Magento_Cms
Add New Block,Ajouter un nouveau bloc,module,Magento_Cms
Back,Retour,module,Magento_Cms
Delete Block,Effacer bloc,module,Magento_Cms
Are you sure you want to do this?,Êtes-vous sûr de vouloir effectuer cette opération ?,module,Magento_Cms
Reset,Réinitialiser,module,Magento_Cms
Save and Continue Edit,Enregistrer et continuer à éditer,module,Magento_Cms
Save Block,Bloc d'économiser,module,Magento_Cms
ID,ID,module,Magento_Cms
Title,Titre,module,Magento_Cms
Identifier,Identifier,module,Magento_Cms
Status,Status,module,Magento_Cms
Disabled,Mobilité,module,Magento_Cms
Enabled,Activé,module,Magento_Cms
Manage Pages,Gérer les pages,module,Magento_Cms
Add New Page,Ajouter une nouvelle page,module,Magento_Cms
Delete Page,Supprimer la page,module,Magento_Cms
Save Page,Enregistrer la page,module,Magento_Cms
URL Key,Clé d'URL,module,Magento_Cms
Layout,La mise en page,module,Magento_Cms
Store View,Voir la boutique,module,Magento_Cms
Created,Créé,module,Magento_Cms
Modified,Modification,module,Magento_Cms
Action,Action,module,Magento_Cms
Preview,Aperçu,module,Magento_Cms
Media Storage,Stockage des médias,module,Magento_Cms
Create Folder...,Créer le dossier...,module,Magento_Cms
Delete Folder,Supprimer le dossier,module,Magento_Cms
Delete File,Supprimer fichier,module,Magento_Cms
Insert File,Insert File,module,Magento_Cms
New Folder Name:,Nouveau nom de dossier :,module,Magento_Cms
Are you sure you want to delete this folder?,Êtes-vous sûr de vouloir supprimer ce dossier ?,module,Magento_Cms
Are you sure you want to delete this file?,Êtes-vous sûr de vouloir supprimer ce fichier ?,module,Magento_Cms
Images (%1),Images ( %1),module,Magento_Cms
Storage Root,Racine de stockage,module,Magento_Cms
Home,Accueil,module,Magento_Cms
Go to Home Page,Aller à la page d'accueil,module,Magento_Cms
CMS,CMS,module,Magento_Cms
You deleted the block.,Vous avez supprimé le bloc.,module,Magento_Cms
We can't find a block to delete.,Nous ne pouvons pas trouver un bloc pour le supprimer.,module,Magento_Cms
This block no longer exists.,Ce bloc n'existe plus.,module,Magento_Cms
Edit Block,Bloc Modifier,module,Magento_Cms
New Block,Nouveau bloc,module,Magento_Cms
Blocks,Pâtés,module,Magento_Cms
Please correct the data sent.,Veuillez corriger les données envoyées.,module,Magento_Cms
A total of %1 record(s) have been deleted.,Un total de  %1 enregistrement(s) ont été supprimés.,module,Magento_Cms
You saved the block.,Vous avez enregistré le bloc.,module,Magento_Cms
Something went wrong while saving the block.,Il y a eu un problème lors de l'enregistrement du bloc.,module,Magento_Cms
The page has been deleted.,La page a été supprimée.,module,Magento_Cms
We can't find a page to delete.,Nous ne pouvons pas trouver une page à supprimer.,module,Magento_Cms
This page no longer exists.,Cette page n'existe plus.,module,Magento_Cms
Edit Page,Éditer la Page,module,Magento_Cms
New Page,Nouvelle Page,module,Magento_Cms
Pages,Pages,module,Magento_Cms
Something went wrong while saving the page.,Il y a eu un problème lors de l'enregistrement de la page.,module,Magento_Cms
A total of %1 record(s) have been disabled.,Un total de  %1 enregistrement(s) ont été désactivés.,module,Magento_Cms
A total of %1 record(s) have been enabled.,Un total de  %1 enregistrement(s) ont été activés.,module,Magento_Cms
Page Title,Titre de la page,module,Magento_Cms
"To apply changes you should fill in hidden required ""%1"" field","Pour appliquer les modifications vous devez remplir besoin caché "" %1""",module,Magento_Cms
You saved the page.,Vous avez enregistré la page.,module,Magento_Cms
The directory %1 is not writable by server.,Le répertoire  %1 n'est pas accessible en écriture par le serveur.,module,Magento_Cms
Make sure that static block content does not reference the block itself.,S'assurer que bloquer le contenu statique ne référence pas le bloc lui-même.,module,Magento_Cms
"CMS Block with id ""%1"" does not exist.","Bloc CMS avec l'ID "" %1"" n'existe pas.",module,Magento_Cms
Enabled by Default,Activé par défaut,module,Magento_Cms
Disabled by Default,Désactivé par défaut,module,Magento_Cms
Disabled Completely,Complètement désactivé,module,Magento_Cms
"This identifier is reserved for ""CMS No Route Page"" in configuration.","Cet identificateur est réservée aux ""No route CMS"" dans la page de configuration.",module,Magento_Cms
"This identifier is reserved for ""CMS Home Page"" in configuration.","Cet identificateur est réservée aux ""CMS Page d'accueil"" dans la configuration.",module,Magento_Cms
"This identifier is reserved for ""CMS No Cookies Page"" in configuration.","Cet identificateur est réservée aux ""CMS No Cookies Page"" dans la configuration.",module,Magento_Cms
Could not save the page: %1,Impossible d'enregistrer la page :  %1,module,Magento_Cms
"CMS Page with id ""%1"" does not exist.","Page CMS avec l'ID "" %1"" n'existe pas.",module,Magento_Cms
Could not delete the page: %1,Impossible de supprimer la page :  %1,module,Magento_Cms
A block identifier with the same properties already exists in the selected store.,Un identificateur de bloc avec les mêmes propriétés existe déjà dans le magasin sélectionné.,module,Magento_Cms
The page URL key contains capital letters or disallowed symbols.,L'adresse URL de la page contient des lettres majuscules ou interdit les symboles.,module,Magento_Cms
The page URL key cannot be made of only numbers.,L'adresse URL de la page clé ne peut pas être faite que de chiffres.,module,Magento_Cms
"Please rename the folder using only letters, numbers, underscores and dashes.","Veuillez renommer le dossier en utilisant seulement des lettres, des chiffres, des tirets et tirets.",module,Magento_Cms
We found a directory with the same name. Please try another folder name.,Nous avons trouvé un répertoire portant le même nom. Essayez un autre nom de dossier.,module,Magento_Cms
We cannot create a new directory.,Nous ne pouvons pas créer un nouveau répertoire.,module,Magento_Cms
We cannot delete directory %1.,Nous ne pouvons pas supprimer le répertoire  %1.,module,Magento_Cms
We can't upload the file right now.,Nous ne pouvons pas charger le fichier maintenant.,module,Magento_Cms
We can't delete root directory %1 right now.,Nous ne pouvons pas supprimer le répertoire racine  %1 à l'heure actuelle.,module,Magento_Cms
Directory %1 is not under storage root path.,Le répertoire  %1 n'est pas sous le chemin racine de stockage.,module,Magento_Cms
Privacy and Cookie Policy,La Politique de confidentialité et de Cookies,module,Magento_Cms
LocalizedException,LocalizedException,module,Magento_Cms
RuntimeException,RuntimeException,module,Magento_Cms
Exception,Exception,module,Magento_Cms
Could not create a directory.,Impossible de créer un répertoire.,module,Magento_Cms
All Store Views,Toutes les vues du magasin,module,Magento_Cms
Edit,Modifier,module,Magento_Cms
Delete,Supprimer,module,Magento_Cms
Delete ${ $.$data.title },Supprimer ${ $.$data.title },module,Magento_Cms
Are you sure you wan't to delete a ${ $.$data.title } record?,Êtes-vous sûr que vous voulez supprimer un ${ $.$data.title } record ?,module,Magento_Cms
"Delete ""${ $.$data.title }""","Supprimer ""${ $.$data.title }""",module,Magento_Cms
"Are you sure you wan't to delete a ""${ $.$data.title }"" record?","Êtes-vous sûr que vous voulez pour supprimer un ""${ $.$data.title }"" ?",module,Magento_Cms
View,Voir,module,Magento_Cms
px.,Px.,module,Magento_Cms
No files found,Aucun fichier trouvé,module,Magento_Cms
Browse Files...,Parcourir les fichiers...,module,Magento_Cms
Collapse All,Tout réduire,module,Magento_Cms
Expand All,Afficher tout,module,Magento_Cms
Default Config,La configuration par défaut,module,Magento_Config
Save Config,Save Config,module,Magento_Config
[GLOBAL],[global],module,Magento_Config
[WEBSITE],[SITE WEB],module,Magento_Config
[STORE VIEW],[Voir] MAGASIN,module,Magento_Config
Use system value,Valeur du système d'utilisation,module,Magento_Config
Use Default,Utiliser la valeur par défaut,module,Magento_Config
Use Website,Utilisation du site Internet,module,Magento_Config
Add,Ajouter,module,Magento_Config
Delete File,Supprimer fichier,module,Magento_Config
Search String,Chaîne de recherche,module,Magento_Config
Design Theme,Thème de la conception,module,Magento_Config
Add \Exception,Ajouter \Exception,module,Magento_Config
-- No Theme --,-- Aucun thème --,module,Magento_Config
Enable,Activer,module,Magento_Config
Disable,Désactiver,module,Magento_Config
Configuration,Configuration,module,Magento_Config
System,System,module,Magento_Config
You saved the configuration.,Vous avez enregistré la configuration.,module,Magento_Config
Something went wrong while saving this configuration:,Il y a eu un problème lors de l'enregistrement de cette configuration :,module,Magento_Config
Page not found.,Page non trouvée.,module,Magento_Config
Please specify the admin custom URL.,Veuillez spécifier l'admin URL personnalisée.,module,Magento_Config
Invalid %1. %2, %1 non valide.  %2,module,Magento_Config
Value must be a URL or one of placeholders: %1,La valeur doit être une URL ou l'un des espaces :  %1,module,Magento_Config
"Specify a URL or path that starts with placeholder(s): %1, and ends with ""/"".","Spécifier une URL ou un chemin qui commence par emplacement réservé(s) :  %1, et se termine par ""/"".",module,Magento_Config
%1 An empty value is allowed as well., %1 Une valeur vide est admis aussi bien.,module,Magento_Config
Specify a fully qualified URL.,Entrer une URL complète.,module,Magento_Config
"Selected allowed currency ""%1"" is not available in installed currencies.","Certains admis service "" %1"" n'est pas disponible en installé monnaies.",module,Magento_Config
"Default display currency ""%1"" is not available in allowed currencies.","La devise d'affichage par défaut "" %1"" n'est pas disponible en admis monnaies.",module,Magento_Config
"Sorry, we haven't installed the base currency you selected.","Désolé, nous n'avons pas installé la devise de base que vous avez sélectionné.",module,Magento_Config
We can't save the Cron expression.,Nous ne pouvons pas enregistrer l'expression Cron.,module,Magento_Config
"Sorry, we haven't installed the default display currency you selected.","Désolé, nous n'avons pas installé le service d'affichage par défaut que vous avez sélectionné.",module,Magento_Config
"Sorry, the default display currency you selected is not available in allowed currencies.","Désolé, le service d'affichage par défaut que vous avez sélectionné n'est pas disponible dans admis monnaies.",module,Magento_Config
"Please correct the email address: ""%1"".","Veuillez corriger l'adresse e-mail : "" %1"".",module,Magento_Config
"The sender name ""%1"" is not valid. Please use only visible characters and spaces.","Le nom de l'expéditeur "" %1"" n'est pas valide. Veuillez utiliser uniquement des caractères visibles et des espaces.",module,Magento_Config
Maximum sender name length is 255. Please correct your settings.,La longueur maximale du nom de l'expéditeur est de 255. Veuillez corriger vos paramètres.,module,Magento_Config
1%,1%,module,Magento_Config
The file you're uploading exceeds the server size limit of %1 kilobytes.,Le fichier que vous êtes le chargement dépasse la limite de la taille du serveur  %1 kilo-octets.,module,Magento_Config
The base directory to upload file is not specified.,Le répertoire de base de téléchargement de fichier n'est pas spécifié.,module,Magento_Config
The specified image adapter cannot be used because of: %1,L'image spécifiée carte ne peut pas être utilisé en raison de :  %1,module,Magento_Config
Default scope,Portée par Défaut,module,Magento_Config
Base currency,La devise de base,module,Magento_Config
Display default currency,Devise par défaut d'affichage,module,Magento_Config
website(%1) scope,Site web( %1) portée,module,Magento_Config
store(%1) scope,Store( %1) portée,module,Magento_Config
"Currency ""%1"" is used as %2 in %3.","Service de "" %1"" est utilisé comme  %2 dans  %3.",module,Magento_Config
Please correct the timezone.,Veuillez corriger le décalage horaire.,module,Magento_Config
"The file ""%1"" does not exist","Le fichier "" %1"" n'existe pas",module,Magento_Config
Always (during development),(toujours en cours de développement),module,Magento_Config
Only Once (version upgrade),Une seule fois (version mise à jour),module,Magento_Config
Never (production),Jamais (production),module,Magento_Config
Bcc,Cci,module,Magento_Config
Separate Email,E-mail séparé,module,Magento_Config
%1 (Default), %1 (valeur par défaut),module,Magento_Config
title,Titre,module,Magento_Config
No,Pas de,module,Magento_Config
Optional,En option,module,Magento_Config
Required,Nécessaire,module,Magento_Config
Website,Site web,module,Magento_Config
Store,Store,module,Magento_Config
Store View,Voir la boutique,module,Magento_Config
HTTP (unsecure),Non sécurisé (HTTP),module,Magento_Config
HTTPS (SSL),HTTPS (SSL),module,Magento_Config
Yes (302 Found),Oui (302 trouvé (s)),module,Magento_Config
Yes (301 Moved Permanently),Oui (301 déplacé de façon permanente),module,Magento_Config
Yes,Oui,module,Magento_Config
Specified,Précisé,module,Magento_Config
Config form fieldset clone model required to be able to clone fields,Formulaire de configuration modèle clone fieldset requis pour être en mesure de cloner des domaines,module,Magento_Config
Invalid XML in file %1:\n%2,XML incorrect dans le fichier  %1 :\n %2,module,Magento_Config
.,.,module,Magento_Config
some_label,Quelques_label,module,Magento_Config
some_comment,Quelques_comment,module,Magento_Config
some prefix,Certains prefix,module,Magento_Config
element label,Label de l'élément,module,Magento_Config
element hint,Indice de l'élément,module,Magento_Config
element comment,Commentaire de l'élément,module,Magento_Config
element tooltip,Info-bulle de l'élément,module,Magento_Config
test,Tester,module,Magento_Config
test2,Test2,module,Magento_Config
Add after,Ajouter après,module,Magento_Config
Delete,Supprimer,module,Magento_Config
Current Configuration Scope:,Configuration actuelle Portée :,module,Magento_Config
Stores,Stores,module,Magento_Config
"Add configurable attributes to the current Attribute Set (""%1"")","Ajouter des attributs configurables à l'attribut courant ensemble ("" %1"")",module,Magento_ConfigurableProduct
Add configurable attributes to the new Attribute Set based on current,Ajouter des attributs configurables à l'attribut défini selon les,module,Magento_ConfigurableProduct
New attribute set name,Nouveau nom d'attribut,module,Magento_ConfigurableProduct
Add configurable attributes to the existing Attribute Set,Ajouter des attributs configurables pour l'attribut existant,module,Magento_ConfigurableProduct
Choose existing Attribute Set,Choisissez l'ensemble d'attributs existants,module,Magento_ConfigurableProduct
Save,Sauvegarder,module,Magento_ConfigurableProduct
Save & New,Sauv & Nouv,module,Magento_ConfigurableProduct
Save & Duplicate,Enregistrer et reproduire,module,Magento_ConfigurableProduct
Save & Close,Enregistrer & Fermer,module,Magento_ConfigurableProduct
Configurations,Configurations,module,Magento_ConfigurableProduct
Attribute Values,Les valeurs d'attribut,module,Magento_ConfigurableProduct
Bulk Images &amp; Price,Images en vrac &AMP ; :,module,Magento_ConfigurableProduct
Create New Attribute,Créer un nouvel attribut,module,Magento_ConfigurableProduct
Select Attributes,Sélectionner les attributs,module,Magento_ConfigurableProduct
Summary,Résumé,module,Magento_ConfigurableProduct
Choose an Option...,Choisissez une option...,module,Magento_ConfigurableProduct
This attribute is used in configurable products.,Cet attribut est utilisé dans des produits configurables.,module,Magento_ConfigurableProduct
Product has been already attached,Produit a été déjà attaché,module,Magento_ConfigurableProduct
Product with specified sku: %1 is not a configurable product,Avec le produit spécifié sku :  %1 n'est pas un produit configurable,module,Magento_ConfigurableProduct
Requested option doesn't exist,Option demandée n'existe pas,module,Magento_ConfigurableProduct
